x_1,x_2,y
-455672427918131.2,488250285018316.75,1
-636776548925440.0,528130781059481.56,1
-69844162576383.99,-331271663045836.75,0
-52905423929344.0,-167471473701683.2,0
75862818527641.6,-172796907670732.78,1
-103656037600460.8,-296430844719923.2,0
-256174045790207.97,524096981329510.4,1
-334080816604774.4,451331826594611.2,1
-406794579371622.4,584258373340364.8,1
-404717103690547.2,549002355828326.4,1
-373476048450355.2,568801792675020.8,1
-79558694928384.0,-351270185048473.56,0
86526264344576.0,-117736180233011.19,0
-26827972568678.4,-121550424925798.39,0
-360729078765977.56,433069404192768.0,1
-1854617078988.7998,-194389625903513.6,0
-144633933017907.2,-292510586476953.56,0
-86650792391475.19,-137034251789926.39,0
29075546151321.598,-229057524819558.38,1
-472695899894579.2,414384289900134.4,1
-33185124371660.797,-161088229552947.2,0
-278077405921279.97,361166803042304.0,1
-355088293534105.56,323007820490342.4,1
-106275383803904.0,-203421764288512.0,0
-452432995811328.0,519796873494527.94,1
-53758887618150.4,-194312678880051.2,0
-86734245619302.39,-287977359225651.2,0
-281681749186969.56,626654257243750.4,1
-527396636930867.2,227746489407897.6,1
199161069489356.78,-262050909939302.38,1
-69756839683686.4,-454877872390144.0,0
62999841105510.4,-285568936181760.0,0
-221336750679654.38,-158643904944537.6,0
-390834836576665.56,410182738142822.4,1
-306154378887168.0,388199424511180.75,1
152799583561318.38,-64787608659558.4,0
-261167404967526.38,532987134135500.75,1
-198129378079539.2,512617828948377.56,1
-336367688718745.56,459081585052876.75,1
-440568544598425.56,602228462819737.5,1
-109424386716467.19,-288451865870336.0,0
-449621376001638.4,398538088592179.2,1
-280588448484556.78,605635459049062.4,1
-286665078944563.2,477333296880025.56,1
-305949985420083.2,401207276548915.2,1
-306150667766988.75,355450574025523.2,1
178534851438182.38,-115119112375500.8,0
-329216360133427.2,459833861996544.0,1
-192911237762252.78,390923386722713.56,1
-99343739440332.8,-146691138466611.2,0
-309223733644492.75,382532590973747.2,1
-342961503705497.56,411730557114777.56,1
86176203538432.0,-49302936223744.0,0
-320299759724134.4,376541175349248.0,1
-57506966326476.8,-355751315688652.75,0
-387228802167603.2,416671561311846.4,0
-437936467843481.56,516713261459046.4,1
-131486538163814.39,-249736825982156.78,0
-400964926308352.0,534150077061529.56,1
-46322847999590.4,-147317589645721.6,0
-133343296146636.8,-289905286158745.56,0
-667367312562585.5,531379608407244.75,1
74422404775936.0,-43504495912550.4,0
-298803683288678.4,516835493543935.94,1
-114117767593984.0,-209713522278400.0,0
-1859434311162265.5,285635102166220.8,0
9648966782156.799,44495253431910.4,1
-304797541675827.2,259935571437158.38,1
-134998420514406.39,-277077423449702.38,0
-324702205221273.56,285925133254656.0,1
-349456081459609.56,528824525651967.94,1
-127114591967641.6,-43657039393587.195,0
-42493145199411.195,-269205785228083.2,0
-19198261801779.2,-97533341099622.39,0
-482686658202828.75,483283256003788.75,1
-22063343468544.0,-114917196903219.19,0
-513412901214617.56,555063225771622.4,1
-455640484098867.2,468280982215065.56,1
-299706425016320.0,283286385878630.4,1
-259643238514687.97,457047139575398.4,1
133156142946713.6,-313480012680396.75,0
-493336539640627.2,563188230153830.4,1
75083776891289.6,-359930553748684.75,1
-91781257494528.0,-232800682770432.0,1
-232085587492864.0,466707983997337.56,1
92849602088140.8,-238343734008217.6,0
-380388643962880.0,499867923251199.94,1
-324124280461721.56,516939404908953.56,1
51058431125094.4,-217585465845350.38,0
67724384822886.4,44615838413619.195,0
-331324910573977.56,542198745110937.56,1
131960034820095.98,-50133410932326.4,0
-80416192698777.6,-121604647210188.8,0
76193953795276.8,-276417290331750.38,0
105210750330470.39,-109966856185446.39,0
-28348621678182.4,-341751232253132.75,0
17399409331404.799,-315600166243532.75,0
22861836189696.0,-271135050983014.38,0
-17605030051840.0,-218380209278156.78,0
-1740417277729177.5,-95820541696409.6,0
69400184592793.59,-162683059961856.0,0
-427663664401612.75,557781362933759.94,1
-20134557751705.598,-96214842343424.0,0
-56094421208268.8,-135802383027404.8,1
158664128200704.0,-225286416026828.78,0
-363952280594022.4,506994918162431.94,1
-526104509441638.4,413012678672384.0,1
-117250904293376.0,-269663779736780.78,0
-572694287980953.6,410886864476569.56,1
63608687951871.99,-168190890790092.78,0
-277052690477875.2,513907043912908.75,1
-28746636381388.797,-143475640736153.6,0
-345631020495667.2,366444062913331.2,1
-375029128757248.0,373307779684761.56,1
-302583553143603.2,571963901948723.1,1
-456271421505536.0,448003750389350.4,1
-143297495223500.78,-182332384346112.0,1
-337214317369753.56,451714353830297.56,1
-96734851314483.19,-128396337715609.6,0
-314990321152819.2,407006723912499.2,1
-77503051438489.6,-322718611485491.2,0
-531629615769190.4,455411850910105.56,1
25028913109401.598,-107527006060544.0,0
2338123520409.5996,-385046780942745.56,0
-263501699560243.2,643319394729984.0,1
-159810253645414.38,-96001652581990.39,1
-619494848751206.4,512294585683148.75,1
-318654394662912.0,526819252397670.4,0
29241463170662.4,-328844637424844.75,0
-32431902031871.996,-347814404030464.0,0
120711840949862.39,-206401230077952.0,0
-443273199589785.56,427781292818432.0,1
123287581491199.98,-220586399760384.0,0
-155483075772416.0,-107508333019136.0,0
122403512804966.39,-116177815103078.39,0
-359920947114803.2,434737811082444.75,1
51908371598540.8,-245348261953536.0,0
-18886100516864.0,-14998587624652.799,1
40893602489958.4,-340174475939020.75,1
-275793234939084.78,665389896197734.4,1
-417435535330508.75,548862319761817.56,1
-43597021419929.59,-175658533650432.0,1
-366764745975398.4,727199918116044.8,1
-331714531216588.75,393112548330700.75,1
-512352366415052.75,457230863512371.2,0
-479283138212659.2,411092996063232.0,1
-487675249295360.0,532519063230873.56,1
-386219800264704.0,591075654133350.4,1
-258405251101491.2,398273894416384.0,1
-245480828803481.6,-114053351473152.0,0
