x_1,x_2,y
39210054582272.0,-69160641180467.195,0
-349654203603353.56,595551499950489.5,1
-402897292492800.0,400265873404723.2,1
-223642248858828.78,367980701548544.0,1
-437757253622169.56,549004093947903.94,1
-246420940102041.6,534271510550937.56,1
8904622211072.0,-182538093146931.2,0
-269730767804825.6,516105624249958.4,1
-52525879682662.4,-262249736726118.38,1
-215015256752128.0,379973068967116.75,1
-410160847231385.56,377733760260505.56,1
-443389606625280.0,663658541193625.5,0
-62803398361087.99,-89060624721510.39,1
-236110720113049.6,420635742306304.0,1
-103759490947481.6,-164239499067392.0,0
-265478270353407.97,409230624423936.0,1
-108027960308531.19,-53227046515507.195,0
-64918384541695.99,-237679114662707.2,0
-77017029751603.19,-82161570100019.19,0
-457473119800524.75,441160021993062.4,1
-429245963907891.2,595919605491302.4,1
63674049468825.59,-352429064532787.2,0
-31222399814860.797,-122638863591014.39,0
77732494966784.0,-389040392529510.4,0
-380214056897740.75,229525807117107.2,1
-111645985393868.8,-256061678708326.38,0
-194741559885824.0,-93495577752371.19,0
-103599407785574.39,569829350178816.0,1
-263033511215103.97,488446786482995.2,1
46897146783334.4,-198540208478617.6,1
-236627740223078.38,203203559817216.0,1
115586995375308.8,-341695800331468.75,1
63475704188108.8,-214003036979200.0,0
-38344362400153.59,-220142709506048.0,0
17420842224844.799,-288327167534694.4,0
-208110929051648.0,-380944748275302.4,0
-297103332579737.56,438914418475008.0,1
-416809530425344.0,488687351627776.0,1
-125659891577651.19,-149970300698624.0,1
-242664065099366.38,391966681255116.75,1
-454440054161408.0,293200878318387.2,1
-334066042588364.75,529335814665011.2,1
-465423701534310.4,559440186677657.56,1
-332776851111936.0,241839538752716.78,1
15350233877708.799,-247085230614118.38,0
-471884057123225.56,523437482390323.2,1
-236095264941670.38,428787804982476.75,1
-118304979864780.8,-102755445034188.8,0
-11440932100505.6,-302052675053158.4,1
-154353227582668.78,-174137267978240.0,1
-244811112539750.38,443675268926668.75,1
-309035781849088.0,374086598184140.75,1
-307119763383910.4,340356320827801.56,1
-168129845211955.2,-275871638224895.97,0
42189467523481.59,-242352448444825.6,0
-357044781999718.4,382025294938112.0,1
-130196219258470.39,-204977592703385.6,0
-468246078894899.2,592032512448921.5,1
-19403487628492.797,-273655465299148.78,0
-309527176439398.4,550933782488678.4,1
-474995244190924.75,509027014829670.4,0
-85030724016537.6,-124075478142156.8,0
77786734867251.19,-202079677605478.38,0
-80051704325734.39,-191705816603033.6,0
-189320658524569.6,-201908143993651.2,0
88186350573977.6,-270523068474982.38,0
-110890467092070.39,-206525223770521.6,0
35675450428620.8,-300045217405337.56,1
-344912683859968.0,506152352953139.2,1
-501317561955123.2,491985738871603.2,1
-179337651290112.0,-67754032680140.8,0
-9756287592038.398,-282769624137728.0,0
-301990337629388.75,509862815465471.94,1
-33480563595673.598,-1061423493939.2,0
-25815236057497.598,-140972560639590.4,0
66743774163763.195,-200572563514982.38,1
-335077792599244.75,492185904480256.0,1
-45505332851507.195,-71947639586816.0,0
-11439975694336.0,-30363845079859.2,0
-271734021082316.78,497917236346879.94,1
24369431786291.2,-56690179309568.0,0
-414459169970585.56,370540340995686.4,1
