x_1,x_2,y
219427426323660.78,-100955469538918.39,0
-251792387263692.78,506672191635455.94,1
130963786956799.98,-390181702913228.75,0
172039263695667.2,-75507431794278.39,1
-160592513151795.2,-272572006111641.6,0
36706372603084.8,-131310412627967.98,0
-315928201081651.2,562105992347647.94,1
-438408108939673.56,633794640373350.4,1
-202849077375795.2,384240857173196.75,1
-59186077918822.4,-221259545287065.6,1
115223364318003.19,-272939383521279.97,0
-40323050058547.195,-381863508888780.75,0
-396840274598297.56,554322504974335.94,1
-558808262770687.94,523371762679807.94,1
-202006206821171.2,703220538566246.4,1
-436963590642073.56,376568186667008.0,0
-185476360804761.6,244773930873651.2,1
-353048422304972.75,466105655099392.0,1
-355447332667392.0,647878764239257.5,1
-305771053056000.0,583174773224243.1,1
-22639757649510.4,-202461547174297.6,0
-390690760556544.0,535875325159014.4,1
-71028280026726.39,-140094152586035.19,0
-17107731139788.799,-194909617258496.0,0
-570057325700710.4,349497326567424.0,1
-186954678481715.2,-149174570765516.78,0
154897000641331.2,-155750734443315.2,0
-358872884497612.75,486707304595456.0,1
-60729545719808.0,-103047907141222.39,1
-353343057061478.4,409210753489305.56,1
167667634588876.78,-40541527579033.59,0
-12140852595916.799,-172050408800256.0,0
-370879579658649.56,504881317779865.56,1
-290989426501222.4,478411776589824.0,1
-556679958836019.2,507499912364031.94,0
-545470684751462.4,360945380700979.2,1
-88667469119488.0,-255929793013350.38,1
11534975526502.398,-359688086067609.56,0
-330816675014246.4,464138244666163.2,1
33338718945279.996,-231797529405030.38,1
-397076423979827.2,496340151199334.4,1
-412787145913139.2,508808669429759.94,1
-135250894127103.98,214314066431180.78,1
-32616779821875.2,-52491487228723.195,0
-299910536626176.0,517946151954022.4,1
-111399548223488.0,-234970842503577.6,0
-329919312062054.4,592670543262515.1,1
64725018738687.99,-220041240903680.0,0
-341100048102195.2,597056570576076.8,0
214806564962304.0,-238943126893363.2,0
5099218586828.8,-213731937301299.2,0
-424967512103321.56,584842240589824.0,1
34345730231500.797,-351323761410048.0,0
-24406115798220.797,-67076148428799.99,0
-186216858465075.2,503361449649766.4,1
70738795036672.0,-279786329787596.78,0
-19424274599116.797,-125537800421375.98,0
-337032542945280.0,377945669920358.4,1
-313144297232793.56,565233574110822.4,1
174966433225113.6,-74272450858188.8,0
-123319313917542.39,-69911978600038.4,0
-82863259543142.39,-83646652350464.0,0
-362164389727436.75,537991838066278.4,1
-360354490508902.4,386716503166156.75,1
20205280428032.0,-7326776636211.199,1
-19337657817497.598,-208834550510387.2,1
-306982404961075.2,505974501041766.4,1
-411955009421312.0,392494952166195.2,1
-1702609324867584.0,-234929198098022.38,0
76313743117516.8,-103695427148185.6,0
-200840022537011.2,-332928537277235.2,0
-10381788237004.799,-225790846513971.2,0
-39240826932428.8,-102248642248704.0,1
-57638223714713.59,-160781686328524.78,0
37232147903283.195,-329749516569804.75,0
-254772134910361.6,316125078355968.0,1
-443690771074252.75,340891168407552.0,1
-326172842288742.4,414089608167424.0,1
156382705326489.6,-157860165687705.6,0
-313421081031475.2,403640831862374.4,1
10443091450265.6,-187905641283584.0,0
-442949674467328.0,489665959926169.56,1
-93140643164979.19,-87597597799219.19,0
-245052264887091.2,355579406267187.2,1
-194997862059212.78,-52679221759180.8,0
54126041890816.0,-118247527966310.39,0
-81849736180531.19,34482756884889.598,0
-101801816332697.6,-160734663147520.0,0
-254971431459225.6,358835021676544.0,1
39168192911769.59,-147266831856435.2,0
-35670180285644.8,-21559557436211.2,0
-352659623745945.56,316626126556364.75,1
-474842007810867.2,534130628912742.4,1
23931262704025.598,-256139612232089.6,0
112973591661772.8,-243764835018342.38,0
-170931893619916.78,-203438511305523.2,0
-149139244659507.2,25122780374630.4,0
80684045146521.6,-157168464560128.0,0
36989439469158.4,-105110984615526.39,0
-594181626842316.8,409874809120358.4,1
