x_1,x_2,y
137088016056319.98,-49308538136166.4,0
-36651915437670.4,-116844806746931.19,0
-149340267583897.6,-361535660202393.56,0
-359590070216294.4,655347511040409.5,1
51417294097612.8,-244509196471500.78,1
-123855934849023.98,-199108526604288.0,0
-27579075107225.598,-130429115537817.6,1
-438251772130099.2,626676899774464.0,1
-147168992165888.0,-190062483262668.78,0
76839312896819.19,-199499486068736.0,0
-18728439565516.797,-120160692627046.39,0
7628291204710.399,-108378332332032.0,0
-110142547191398.39,-36103747167846.4,1
-199749188085350.38,460364035443916.75,1
-257959259013119.97,552550985315123.2,1
-7112598172467.199,-158372711314227.2,0
-333349561512755.2,369021013091942.4,1
-47316758796697.59,-158621356366233.6,0
-24523741279027.2,-134387494970982.39,0
35002806960127.996,-171437181422796.78,0
-349845843030835.2,510221854598758.4,1
-488224682986700.75,464490049463910.4,1
58682915789209.59,-121872787387187.19,0
-377667476835532.75,495194401564262.4,1
33834018432614.4,-182499878004326.38,0
-33176445517823.996,-210393103545139.2,1
-48010711846092.8,-167074078497177.6,0
-39039152213196.8,-231310221744537.6,0
-103350997614592.0,-184695463608320.0,0
-68086066367692.8,-321441727774720.0,1
-13801027639705.6,-102825592252006.39,0
-439474515764838.4,673156378184908.8,1
-287013125645926.4,425470298423296.0,1
-494140349480959.94,531257047488921.56,1
-413407513673728.0,449327023102361.56,1
-490267678133452.75,519124784932454.4,1
-365388084805632.0,386679274523852.75,1
-57789475350118.4,-152168939755929.6,0
-565423451930624.0,302101037056000.0,1
-112511745104281.6,-94435771259289.6,0
88943841876377.6,-155524637969612.78,0
19063431285964.797,51062306661990.4,0
104218154867097.6,-258535257748275.2,0
6239356767436.8,-174130479916646.38,0
-99805057515520.0,-159977688583372.78,0
-165196451335372.78,-257089729462271.97,0
-214484120292556.78,489642096014131.2,1
-363298066477875.2,458013158250905.56,0
-391135437311180.75,591046669814988.8,1
-47975130306969.59,-292276104750694.4,0
-326324810311270.4,468267687949107.2,1
-436194825050521.56,444192242060492.75,1
-524151896512921.56,404548083305676.75,0
100955974533120.0,-244851253706752.0,0
-289689313057177.56,462475052135219.2,1
58121509037670.4,-431034629881856.0,0
25442597312921.598,-171143310029619.2,0
-136401987305471.98,-173125940753203.2,0
13560700311961.6,-259368615621427.2,0
-43110336194150.4,5286854760857.6,1
20293017298534.4,-176007144066252.78,0
41225935650816.0,-168867489067827.2,0
-360081018532659.2,501312723406028.75,1
-452797202327142.4,475623691858739.2,1
-414809471529779.2,347887616445644.75,1
35036638635622.4,-245547863847731.2,0
8197425541939.199,-336208016598630.4,1
