x_1,x_2,y
115230434236825.6,-365605843002982.4,1
19521013284864.0,-74595353545932.8,0
-239767253942272.0,562381789646028.75,1
12895084190105.6,53383207164313.59,0
-355473780270694.4,341960769614643.2,1
-165360656659251.2,-29914338584166.4,1
-235030220426444.78,346541583761408.0,1
-82863259543142.39,-83646652350464.0,0
-443834941046784.0,481681790205952.0,1
-392436255398297.56,429932239283814.4,1
-105725057564672.0,-238256710588825.6,0
-51599931709849.59,-225486017921024.0,0
-10862208011468.799,-148448952818073.6,1
31314297015500.797,-177999722001203.2,0
-440338267242496.0,594589568204800.0,1
-868168274385305.5,739772112830464.0,0
-159071376664166.38,-301066268704768.0,0
-105638198561996.8,11233793461452.799,0
-486346574318796.75,473174493469081.56,1
126088608166707.19,-210749488522854.38,0
-219450890937958.38,-305660095260262.4,0
186216036381491.2,-217678925004800.0,0
173218190275379.2,-208846717347430.38,0
30530055700480.0,-175916855800627.2,0
-350108839313408.0,605122290987827.1,1
-169475055812608.0,283171270688768.0,1
-344690486411264.0,486828644132454.4,1
-653220804296704.0,444251948816793.56,1
-466403390285414.4,455359989180006.4,1
-445528902991872.0,521098537153331.2,1
-212602206552064.0,-192708711599308.78,0
63240488458649.59,-111901406763417.6,0
-141699576129126.4,-128042418988646.39,0
-519702874108723.2,522633108835532.75,1
-463229630912921.56,470218468805836.75,0
-331963927887872.0,391196013127270.4,1
-83281312533708.8,-215596211476889.6,1
69463784502067.195,-45438098158387.195,0
-8496456243609.6,-173923643686912.0,0
3681265333043.1997,-311813790184243.2,0
-414566087812710.4,522413729959116.75,1
-313000009819750.4,656818101131673.5,1
-509162870013951.94,381546771827916.75,1
-442359418454016.0,520302149553356.75,1
-92100889464012.8,-176790601465856.0,0
-285933682923929.56,478706176465305.56,1
-203270665325772.78,459441751615078.4,1
-9095887296921.6,-219862942718361.6,0
-221955286368256.0,432843448647680.0,1
90426874789888.0,-342019114061004.75,0
-362574726876364.75,420426886099763.2,1
-253632985432063.97,402448059046297.56,1
-16094916824268.799,-12782072653414.398,0
-406048879096627.2,440774535256473.56,1
-7375496832614.399,-64210605808025.59,0
103074899558.4,-190103822322892.78,0
-406591783095500.75,541398975224217.56,1
-403027040770457.56,429400656550297.56,1
-216356262982451.2,409124974939340.75,1
157696911631974.38,-263441217696563.2,0
-329871913071411.2,261049259812454.38,1
-42655169065779.195,-335935131824947.2,0
96098799373516.8,-222790123991859.2,0
32206636449791.996,-37119795501465.59,0
-72150312550400.0,-244394903365222.38,0
72533244955852.8,-320721934876672.0,0
-37818780876800.0,-254947591035289.6,0
4564787186892.8,-141647068476211.2,0
-97676348411084.8,-252600471938662.38,0
-36651915437670.4,-116844806746931.19,0
210590826391142.38,-206972249335398.38,0
-263097892103782.38,514853943273062.4,1
-136681577932390.39,-247175965153689.6,0
-249167873677721.6,640915763258982.4,1
-54300681804185.59,-209187318320332.78,0
-1657646520205312.0,-191402185903308.78,0
29189190398771.2,-158268201002598.38,0
-94665866582425.6,-223148857779814.38,0
133317553186406.39,-204598494730649.6,1
-305552143941632.0,563551919931392.0,1
672760771379.2,-225968815865856.0,0
-383941759677235.2,491106438270156.75,1
-506595855302655.94,537648676890214.4,1
-276020858139443.2,417914034952601.56,1
30579959110041.598,-261461781354905.6,0
-196104480515686.38,-151750675372441.6,0
-290273109842329.56,489879513753190.4,1
-131949465174015.98,-220490145516748.78,0
-276525758388633.6,614835513878118.4,1
40805331265126.4,-252081314411315.2,0
-128580155604991.98,-257539409182719.97,0
-581593836027904.0,502758463084953.56,1
-229303186882560.0,475476750290124.75,1
-491866748144844.75,444534886498304.0,1
-299234290669977.56,467182020879974.4,1
82975638369075.19,-194536003757670.38,0
-284501495880089.56,636691334089932.8,1
29911326235033.598,-187505063441203.2,0
-260885688667340.78,430916578679193.56,1
-295708186273382.4,500356006019071.94,1
-314184984585830.4,543924556922879.94,1
